SN,Village,Gender,R_2_HH,HH_Size,Age,Ethnicity,Decisions,P_Decisions,Education,Experience,Owning_Livestock,Livestock_No,Livestock_value,Fodder_Exp,Veterinary_Exp,Enclosure_Exp,Hired_Lbr_Exp,Revenue,Land_Own,Land_Size,Land_Use,Cattle,Sheep,Chicken,Pigs,Dairy_Cattle,Dairy_Cattle_No,Grazing_location,Transport2Grazing,Travel_Time,Aquire_Grazig,Grazing_land_source,Grazing_land_purchase_cost,Rent_previous_season,Rented_years,LeasedGrazingExternal,Land_rent_income,Estmtd_rental_income,LandMoistureLevel,Land_fertility,GrazingWaterSource,irrigation_sources,Vet_distance_avg,Distance_to_village,OwnRadio,OwnTelevision,OwnPhone,OwnTransport,Men_labour_days,Men_labour_hours_per_day,Men_labour_workers_avg,men_labour_wage_per_day,Women_labour_days,Women_labour_hours_per_day,Women_labour_workers_avg,Women_labour_wage_per_day,Men_family_labour_days,Men_family_labour_hours_per_day,Men_family_labour_workers,Women_family_labour_days,Women_family_labour_hours_per_da,Women_family_labour_workers,Child_labour_days,Child_labour_hours_per_day,Child_labour_workers_avg,Herd_size,Rope_Qty,Feeds_Qty,Herd_Size_Exp,Rope_Exp,Cattle_feeds_exp,concentratesQty,Dairy_drugs_Qty,Improved_Breed_No,Dairy_Concrete_Exp,Dairy_Drug_Exp,Improved_breed_Exp,Hired_Labour_Exp,Production_Tools_Exp,Technology_Adoption,Cowshed_Type,Breeding_Type,Vet_Treatment_Adoption,Cleaning_activities,Vaccination_Adoption,Feed_Technology,Improved_herd_mngmt_desire,Herd_Mngmnt_Type,Information_Access,Information_Source,Extension_Participation,Extension_Type,Attitude_towards_technology,Technology_Ease_of_Use,Dairy_Technologies_Usefullness,Technology_Perceived_Cost,Leading_Companies_Favour,Important_People_Favour,Contractor_Favour,Intention_To_Adopt,Information_seeking_frequency,Decision_making_ability,Gvt_Ext_Office,Contractor,Input_Suplier,Farmer_Orgnztn,NGO,Agri_Agent_Cmnction,Info_Received,Adherence_to_advice,Land_use_advice,Planting_advice,Seed_use_advice,Fertilizer_advice,Other_advice,Extension_Exp,Milk_per_day,Milk_Days,Sold_Milk,Milk_Price,Milk_Buyer,Quality_Determiner,Home_Milk,Manure_Obtained,Sold_Manure,Manure_Price,milkproductivity,Total_Milk,Food_Exp,Meals_Per_Day,Hungry_Season_Duration,Food_Insecurity_Status,ContractFarming,YearsInContractFarming,Input_access,Market_access,Credit_access,Extension_services,Contract_Type,Copy_of_Contract,Contract_Formulation,AcresUnderContractFarming,Milk_Sale_Price,Amount_Produced,Livestock_Keeping_Area,Quality_of_Milk,Date_of_Milking,Inputs_to_be_Used,Contractor_Compliance,Contractor_Non_Compliance,Respondent_Compliance,Farmer_Non_compliance,Negotiations,Mediation,Reconciliation,Arbitration,Participation_Criteria,Private_companies,International_organizations,Local_Government_Authority,Individuals,contractors,Financial_Institution,Institution_Roles,Continue_Contract_Farming,Pay_For_Contract_Farming,Willing_To_Pay_Amount,Farmers_group,Group_size,Group_Experience,Market_System,Milk_Sale,Off_Farm_Work,Off_Farm_Work_Days,Employed_By,Received_Payment,Reason_4_Pay,Duration_4_Pay,Payment,Cultivate_Crop,Crop_Land,Maize,Beans,Sun_Flower,Crop_Production_Costs,Maize_Harvest,Beans_Haverst,Sun_Flower_Harvest,Maize_Consumption,Beans_Consumption,Sun_Flower_Consumption,Maize_Commercial,Beans_Commercial,Sun_Flower_Commercial,Maize_Revenue,Beans_Revenue,Sun_Flower_Revenue,Business_Operation,Business_Duration,Business_Type,Busiess_Cost,Business_Revenue,Availability_Dry_Fodder,Availability_Green_Fodder,Availability_Concentrates,Availability_Grazing_Land,Availability_Hired_labour,Availability_Vet_Treatment,Availability_AI,Availability_Vaccination,Availability_Rental_Land,Availability_Purchase_Land,Availability_Production_Tools,Liquidity_Dry_Fodder,Liquidity_Green_Fodder,LIquidity_Concentrates,Liquidity_Grazing_Land,Liquidity_Hired_labour,Liquidity_Vet_Treatment,Liquidity_AI,Liquidity_Vaccination,Liquidity_Rental_Land,Liquidity_Purchase_Land,Liquidity_Production_Tools,Risk_Tolerance,New_Breed_Adoption,Breed_Type,veterinary,milk_produced,Total_Milk_w,edu,lnage,lnexperience,Veterinary_Exp_w,Cattle_feeds_exp_w,lncatfeed_exp,lnVeterinary_Exp,extension1,extension,Distance_to_Town,Dairy_Cattle_No_w,AI,Vet_services,both,Hiredlbr_new,Vaccination_Adoption_01,HH_Size_w,Dairy_Concrete_Exp_w,production_tools,hiredlbr,Gender_1,Gender_2,Education_1,Education_2,Education_3,Education_4,OwnTelevision_1,OwnTelevision_2,AI_1,AI_2,Risk_Tolerance_1,Risk_Tolerance_2,Risk_Tolerance_3,extension_1,extension_2,Farmers_group_1,Farmers_group_2,ContractFarming_1,ContractFarming_2,Liquidity_Vet_Treatment_1,Liquidity_Vet_Treatment_2,Liquidity_Vet_Treatment_3,Liquidity_Vaccination1,Liquidity_Vaccination2,lnqtyfeeds,lnqtyconcrete,Land_fertility_1,Land_fertility_2,Decision_making_ability_1,Decision_making_ability_2,Decision_making_ability_3,Off_Farm_Work_1,Off_Farm_Work_2,Business_Operation_1,Business_Operation_2,vet_services,Information_seeking_frequency1,Information_seeking_frequency2,Information_seeking_frequency3,Liquidity_Vet_Treatment1,Liquidity_Vet_Treatment2,Liquidity_Vet_Treatment3,both1,both2,both3,Feeds_Qty_01,lnfeed,lnfeed1,Fodder_Exp_01,lnfodder,vetexp,vetvisits,Adherence,ATT,ATU
59,lyasongoro,Female,Head,2,73,Chagga,HH,Yes,Primary school,28,Yes,1,800000,0,0,,,432000,Yes,.5,Animal keeping,Yes,Yes,No,No,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,41,Yes,No,Yes,No,,,,,,,,,,,,30,5,1,,,,1,1,180,0,0,0,12,,1,72000,0,0,,12000,No,,Natural,No,Regular cleaning,No,Traditional,No,Define calving season,No,,No,,Wise,Substantial restructuring,Not prove useful,Yes,,,,,Never,Medium,No,No,No,No,No,,,,,,,,,,2,30,360,1200,Neighbour,Seller,360,65,No,,720,720,800000,Three meals,0,Moderate food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,No,,,,,,,Yes,.25,Yes,Yes,No,155000,1.25,.25,,Yes,Yes,,,,,,,,No,,,,,Severely constrained,No constraints,No constraints,Severely constrained,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,Slightly constrained,Severely constrained,Slightly constrained,Somewhat constrained,Severely constrained,Somewhat constrained,Somewhat constrained,Slightly constrained,No constraints,Severely constrained,Severely constrained,Somewhat constrained,Risk averse,Strongly disagree,Local Breed,0,0,720,Primary education,4.2904596,3.3322046,0,0,,,No,No,44,1,No,No,non,0,No,2,72000,Yes,No,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,5.1929569,2.4849067,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,400,5.9914646,5.9914646,175000,12.072541,0,0,Strongly disagree,1789.4598,718.36334
60,lyasongoro,Male,Head,5,63,Chagga,HH & HM,Yes,Ordinary secondary school,18,Yes,2,1500000,360000,25000,,720000,1560000,Yes,.5,Animal keeping,Yes,No,No,No,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,41.5,Yes,No,Yes,No,30,5,1,2000,,,,,20,2,1,,,,,,,1,1,490,0,0,210000,6,,1,36000,20000,0,720000,No,Yes,,Artificial insemination,Yes,Regular cleaning,No,Traditional,Yes,keep cattle health,Yes,Veterinary doctors,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,,,Yes,Would adopt,Less Frequent,Medium,No,No,Yes,No,No,Once per week,Dairy production,Mostly,,,,,,0,6,30,1050,1200,Neighbour,Seller,210,63,No,,1260,1260,1300000,Three meals,0,Low food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,No,,,,,,,Yes,1,Yes,Yes,No,375000,5,1,,Yes,Yes,,Yes,,,180000,,,Yes,12,Small business (shop),300000,900000,Somewhat constrained,No constraints,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Somewhat constrained,Severely constrained,No constraints,Severely constrained,No constraints,No constraints,Slightly constrained,Somewhat constrained,Slightly constrained,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Risk seeking,Agree,Improved Breed,1,0,1260,Secondary & above education,4.1431346,2.8903718,25000,210000,12.254863,10.126631,Yes,Yes,41.5,1,Yes,No,either,720000,No,5,36000,No,Yes,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,6.1944056,1.7917595,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,900,6.8023949,6.8023949,360000,12.793859,25000,3,Agree,3546.0691,1900.5153
61,lyasongoro,Female,Child,4,41,Chagga,HH + Advice from HM,No,Ordinary secondary school,12,Yes,2,1300000,120000,25000,,,1188000,Yes,2,Animal keeping,Yes,No,Yes,No,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,41.5,Yes,Yes,Yes,No,,,,,,,,,30,3,1,30,4,1,25,2,1,2,3,945,0,0,405000,54,,1,121500,20000,0,,No,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Traditional,Yes,keep cattle health,Yes,Friends,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,Yes,Yes,Would adopt,Less Frequent,Medium,No,Yes,Yes,No,No,Several times per week,Dairy production,Mostly,,,,,,0,7,30,1485,800,Contractor,Buyer,405,110,No,,1890,1890,1400000,Three meals,0,Moderate food insecure,Yes,2.5,No,Yes,No,No,Verbal,,No,,Yes,No,No,No,No,No,Yes,,Yes,,Yes,No,No,No,Residence,No,No,No,Yes,No,No,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,Yes,2.5,Yes,Yes,Yes,750000,13,2,3,Yes,Yes,Yes,Yes,Yes,Yes,720000,300000,140000,No,,,,,Slightly constrained,No constraints,No constraints,Severely constrained,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Somewhat constrained,Slightly constrained,No constraints,Severely constrained,Slightly constrained,Slightly constrained,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Risk neutral,Agree,Improved Breed,1,0,1890,Secondary & above education,3.713572,2.4849067,25000,405000,12.911642,10.126631,Yes,Yes,41.5,1,Yes,Yes,both,0,Yes,4,121500,No,No,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,6.8511848,3.9889841,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,945,6.8511848,6.8511848,120000,11.695247,25000,3,Agree,2215.3765,1736.2937
62,lyasongoro,Female,Head,5,63,Chagga,HH + Advice from HM,Yes,Post secondary education,23,Yes,4,2700000,480000,35000,,720000,5272000,Yes,2.5,Animal keeping,Yes,No,No,Yes,Yes,3,Within the village,By foot,0,Owned it already,,,,,No,,,About the same,About the same,No,,,42,Yes,Yes,Yes,Yes,30,5,1,2000,,,,,10,2,1,25,4,1,,,,4,6,980,0,15000,420000,94,,2,249000,45000,20000,720000,17000,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Traditional,Yes,Implement crossbreeding,Yes,Veterinary doctors,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,,Yes,Yes,Would adopt,Less Frequent,High,No,Yes,No,No,No,Once per week,Dairy production,Mostly,,,,,,0,32,30,6090,800,Contractor,Buyer,630,215,No,,2240,6720,2000000,Three meals,0,Low food insecure,Yes,5,No,Yes,No,No,Verbal,,No,,Yes,Yes,Yes,No,No,No,Yes,,Yes,,No,No,Yes,No,Residence,No,No,No,Yes,No,No,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,Yes,2,Yes,Yes,No,500000,11,1.5,,Yes,Yes,,Yes,No,,630000,,,No,,,,,Slightly constrained,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Somewhat constrained,No constraints,No constraints,Somewhat constrained,Slightly constrained,No constraints,No constraints,No constraints,Slightly constrained,Severely constrained,No constraints,Risk seeking,Strongly agree,Improved Breed,1,0,6120,Secondary & above education,4.1431346,3.1354942,35000,420000,12.94801,10.463103,Yes,Yes,42,3,Yes,Yes,both,720000,Yes,5,249000,Yes,Yes,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,6.8875527,4.5432949,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1400,7.2442274,7.2442274,480000,13.081541,5000,1,Disagree,5609.229,4635.603
63,lyasongoro,Female,Head,2,75,Chagga,HH & HM,Yes,Advanced secondary school,33,Yes,2,1300000,120000,20000,,600000,2160000,Yes,.75,Animal keeping,Yes,Yes,No,No,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,About the same,More fertile,No,,,42,Yes,Yes,Yes,No,30,4,1,1666,,,,,20,2,1,30,3,1,,,,2,2,840,0,0,360000,23,,1,97000,15000,0,600000,No,Yes,,Artificial insemination,No,Regular cleaning,Yes,Traditional,Yes,keep cattle health,Yes,Family,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,,Yes,,Would adopt,Less Frequent,Medium,No,No,Yes,No,No,Once per week,Dairy production,Mostly,,,,,,0,6,30,1800,1200,Neighbour,Seller,360,100,No,,2160,2160,1500000,Three meals,0,Moderate food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,No,,,,,,,Yes,.5,Yes,Yes,No,250000,5,.5,,Yes,Yes,,,,,,,,Yes,12,Small business (shop),700000,1500000,Slightly constrained,No constraints,No constraints,Somewhat constrained,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Slightly constrained,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Risk neutral,Agree,Improved Breed,1,0,2160,Primary education,4.3174882,3.4965076,20000,360000,12.793859,9.9034872,Yes,Yes,44,1,Yes,No,either,600000,Yes,2,97000,No,Yes,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,6.7334018,3.1354942,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1100,7.0030656,7.0030656,120000,11.695247,20000,2,Neutral,3830.926,2214.8118
64,lyasongoro,Female,Head,4,57,Chagga,HH & HM,Yes,Ordinary secondary school,21,Yes,2,1400000,120000,25000,,,1008000,Yes,1,Animal keeping,Yes,No,No,No,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,About the same,About the same,No,,,42,Yes,Yes,Yes,No,,,,,,,,,30,2,1,30,3,1,20,2,1,2,2,490,0,0,210000,17,,1,76000,15000,20000,,11000,Yes,,Artificial insemination,Yes,Regular cleaning,No,Traditional,Yes,keep cattle health,No,,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,,Yes,Would adopt,Less Frequent,Medium,No,No,Yes,No,No,Several times per month,Dairy production,Mostly,,,,,,0,5.5,30,840,1200,Neighbour,Seller,315,90,No,,1155,1155,1400000,Three meals,0,Moderate food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,No,,,,,,,Yes,.5,Yes,No,No,50000,2,,,Yes,,,,,,,,,No,,,,,Slightly constrained,No constraints,No constraints,Severely constrained,No constraints,No constraints,No constraints,No constraints,Somewhat constrained,Severely constrained,No constraints,Somewhat constrained,Slightly constrained,Slightly constrained,Severely constrained,Slightly constrained,No constraints,No constraints,No constraints,Somewhat constrained,Severely constrained,No constraints,Risk neutral,Strongly disagree,Local Breed,1,0,1155,Secondary & above education,4.0430512,3.0445225,25000,210000,12.254863,10.126631,Yes,Yes,42,1,Yes,No,either,0,No,4,76000,Yes,No,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,6.1944056,2.8332133,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1130,7.029973,7.029973,120000,11.695247,5000,1,Disagree,3438.4658,1450.536
65,lyasongoro,Male,Head,4,47,Chagga,HH & HM,Yes,Primary school,15,Yes,2,1500000,240000,35000,,720000,1920000,Yes,.75,Animal keeping,Yes,No,No,Yes,Yes,2,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,41,Yes,Yes,Yes,Yes,30,4,1,2000,,,,,10,2,1,20,3,1,,,,2,2,840,0,0,360000,96,,2,216000,15000,20000,720000,10000,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Traditional,Yes,Implement crossbreeding,Yes,Veterinary doctors,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,Yes,Yes,Would adopt,Frequent,High,No,Yes,Yes,No,No,Once per week,Dairy production,Mostly,,,,,,0,13,30,2400,800,Contractor,Buyer,720,110,No,,1560,3120,1500000,Three meals,0,Low food insecure,Yes,4,No,Yes,No,No,Verbal,,No,,Yes,Yes,No,No,No,No,Yes,,Yes,,No,No,No,Yes,Residence,No,No,No,Yes,No,No,Market information,Yes,No,,No,,,Yes,Contractors,Yes,180,Central government,Yes,,Per month,,Yes,.5,Yes,Yes,No,300000,3,.5,,Yes,Yes,,,,,,,,No,,,,,Slightly constrained,No constraints,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Slightly constrained,Somewhat constrained,Slightly constrained,Somewhat constrained,Slightly constrained,Somewhat constrained,Slightly constrained,Slightly constrained,No constraints,No constraints,No constraints,Somewhat constrained,Severely constrained,Slightly constrained,Risk seeking,Strongly agree,Improved Breed,1,0,3120,Secondary & above education,3.8501475,2.7080503,35000,360000,12.793859,10.463103,Yes,Yes,41,2,Yes,Yes,both,720000,Yes,4,216000,Yes,Yes,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,6.7334018,4.5643482,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1120,7.0210838,7.0210838,240000,12.388394,7500,1,Disagree,3978.5242,3270.7412
66,lyasongoro,Female,Spouse,3,39,Pare,HH & HM,Yes,Ordinary secondary school,6,Yes,1,700000,120000,30000,,,768000,Yes,.75,Animal keeping,Yes,No,No,No,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,42,Yes,Yes,Yes,No,,,,,,,,,10,2,1,30,4,1,,,,1,1,490,0,0,210000,96,,1,125000,10000,20000,,No,Yes,,Artificial insemination,Yes,Regular cleaning,No,Traditional,Yes,keep cattle health,Yes,Veterinary doctors,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,Yes,,Would adopt,Less Frequent,Medium,No,No,Yes,No,No,Once per month,Dairy production,Mostly,,,,,,0,5,30,960,800,Contractor,Buyer,240,60,No,,1200,1200,1200000,Three meals,0,Moderate food insecure,Yes,3,No,Yes,No,No,Verbal,,No,,Yes,No,Yes,No,No,No,Yes,,Yes,,No,No,Yes,No,Residence,No,No,No,Yes,No,No,Market information,Yes,No,,No,,,Yes,Contractors,No,,,,,,,No,,,,,,,,,,,,,,,,,,Yes,12,Small business (shop),1500000,2000000,Somewhat constrained,No constraints,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Severely constrained,No constraints,Somewhat constrained,Slightly constrained,Slightly constrained,Slightly constrained,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Risk neutral,Agree,Local Breed,1,0,1200,Secondary & above education,3.6635616,1.7917595,30000,210000,12.254863,10.308952,Yes,Yes,42,1,Yes,No,either,0,No,3,125000,No,No,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,6.1944056,4.5643482,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,700,6.5510802,6.5510802,120000,11.695247,10000,1,Disagree,1953.9526,1567.0909
67,lyasongoro,Male,Head,7,66,Chagga,HH & HM,Yes,Primary school,25,Yes,1,800000,240000,35000,,600000,1790000,Yes,.5,Animal keeping,Yes,No,Yes,No,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,41,Yes,Yes,Yes,No,30,4,1,1666,,,,,,,,30,2,1,,,,2,2,840,0,0,360000,47,,1,93000,15000,20000,600000,5000,Yes,,Artificial insemination,Yes,Regular cleaning,Yes,Traditional,No,keep cattle health,Yes,Friends,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,,Yes,Would adopt,Less Frequent,Medium,No,No,Yes,No,No,Once per month,Dairy production,Mostly,,,,,,0,7.5,30,1800,800,Contractor,Buyer,900,70,No,,2700,2700,2100000,Three meals,0,Moderate food insecure,Yes,4,No,Yes,No,No,Verbal,,No,,No,Yes,,No,,No,Yes,,Yes,,No,No,Yes,No,Residence,No,No,,Yes,No,No,Market information,Yes,No,,No,,,No,Contractors,No,,,,,,,Yes,2,Yes,Yes,No,450000,12,2,,Yes,Yes,,Yes,Yes,,400000,150000,,No,,,,,Slightly constrained,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Slightly constrained,Somewhat constrained,No constraints,Somewhat constrained,No constraints,Slightly constrained,Slightly constrained,Slightly constrained,Slightly constrained,No constraints,No constraints,Somewhat constrained,Severely constrained,No constraints,Risk neutral,Agree,Improved Breed,1,0,2700,Primary education,4.1896548,3.2188759,35000,360000,12.793859,10.463103,Yes,Yes,41,1,Yes,Yes,both,600000,Yes,7,93000,Yes,Yes,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,6.7334018,3.8501475,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,840,6.7334018,6.7334018,240000,12.388394,15000,2,Neutral,3079.4363,1805.2113
68,lyasongoro,Female,Spouse,3,36,Chagga,HH & HM,Yes,Primary school,.5,Yes,1,400000,0,10000,,,,Yes,.25,Animal keeping,Yes,No,No,No,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,More wet,More fertile,No,,,40,Yes,Yes,Yes,No,,,,,,,,,,,,30,2,1,,,,1,1,0,250000,0,0,2,,0,12000,10000,0,,No,Yes,,Artificial insemination,No,Regular cleaning,Yes,Traditional,Yes,keep cattle health,Yes,Veterinary doctors,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,Yes,Yes,Would adopt,Frequent,Medium,No,No,No,No,No,,,,,,,,,,,,,,,,,50,No,,0,0,1200000,Three meals,0,Moderate food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,180,Central government,Yes,,Per month,,No,,,,,,,,,,,,,,,,,,No,,,,,Slightly constrained,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,No constraints,Somewhat constrained,Severely constrained,No constraints,Slightly constrained,Slightly constrained,Slightly constrained,No constraints,Slightly constrained,Slightly constrained,No constraints,No constraints,No constraints,Severely constrained,No constraints,Risk seeking,Agree,Local Breed,1,0,0,Secondary & above education,3.583519,-.69314718,10000,0,,9.2103405,No,No,40,1,Yes,No,either,0,Yes,3,12000,No,No,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,,.69314718,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,,,0,,10000,1,Disagree,,
69,lyasongoro,Male,Head,4,45,Pare,HH & HM,Yes,Ordinary secondary school,5,Yes,2,1000000,120000,30000,,,1008000,Yes,.25,Animal keeping,Yes,No,No,Yes,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,About the same,More fertile,No,,,42,Yes,Yes,Yes,No,,,,,,,,,30,4,1,20,2,1,,,,1,1,490,0,5000,210000,28,,1,57000,10000,20000,,No,Yes,,Artificial insemination,Yes,Regular cleaning,No,Traditional,Yes,Implement crossbreeding,Yes,Veterinary doctors,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,Yes,,,Would adopt,Less Frequent,Medium,No,No,No,No,No,,,,,,,,,,6,30,840,1200,Neighbour,Seller,420,75,No,,1260,1260,2000000,Three meals,0,Low food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,Yes,180,Central government,Yes,,Per month,,No,,,,,,,,,,,,,,,,,,No,,,,,Somewhat constrained,Slightly constrained,No constraints,Slightly constrained,Slightly constrained,No constraints,No constraints,No constraints,Slightly constrained,Severely constrained,No constraints,Severely constrained,Slightly constrained,Slightly constrained,Slightly constrained,Slightly constrained,Slightly constrained,No constraints,No constraints,Somewhat constrained,Severely constrained,No constraints,Risk neutral,Agree,Improved Breed,1,0,1260,Secondary & above education,3.8066626,1.6094379,30000,210000,12.254863,10.308952,No,No,42,1,Yes,No,either,0,No,4,57000,No,No,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,6.1944056,3.3322046,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,760,6.6333184,6.6333184,120000,11.695247,10000,1,Disagree,2781.7268,1311.9561
70,lyasongoro,Female,Spouse,4,68,Pare,HH & HM,Yes,Primary school,40,Yes,2,1200000,0,15000,,600000,1296000,Yes,.5,Animal keeping,Yes,Yes,No,No,Yes,1,Within the village,By foot,0,Owned it already,,,,,No,,,About the same,More fertile,No,,,42,Yes,No,Yes,No,30,4,1,1666,,,,,,,,30,3,1,,,,2,2,840,0,0,360000,18,,1,63000,10000,0,600000,No,Yes,,Artificial insemination,Yes,Regular cleaning,No,Traditional,Yes,keep cattle health,No,,No,,Acceptable,Substantial restructuring,Improve profitability,Yes,,,,Would adopt,Less Frequent,Medium,No,No,No,No,No,,,,,,,,,,4,30,1080,1200,Neighbour,Seller,360,120,No,,1440,1440,1042000,Three meals,0,Moderate food insecure,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Private buyers,No,,,,,,,Yes,1,Yes,Yes,No,270000,3,.5,,Yes,Yes,,Yes,,,80000,,,No,,,,,Slightly constrained,No constraints,No constraints,No constraints,Slightly constrained,No constraints,No constraints,No constraints,Slightly constrained,Severely constrained,No constraints,Somewhat constrained,Slightly constrained,Slightly constrained,Slightly constrained,Slightly constrained,Slightly constrained,No constraints,No constraints,Severely constrained,Severely constrained,No constraints,Risk neutral,Agree,Improved Breed,1,0,1440,No education,4.2195077,3.6888795,15000,360000,12.793859,9.6158056,No,No,42,1,Yes,No,either,600000,No,4,63000,No,Yes,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,6.7334018,2.8903718,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,840,6.7334018,6.7334018,68000,11.127263,15000,2,Neutral,3385.9819,1833.6738
